Date,Season,Year,Month,Hour,Holiday,Week_day,Working_day,Weather,Temperature,FeelTemp,Humidity,Wind_speed,Casual_users,Registered_users,Total_users,Casual_ratio,Registered_ratio
2011-01-06,Spring,0,1,5,0,Thursday,1,Normal(mist or/and cloudy),0.14,0.1818,0.69,0.0896,0,4,4,0.0,1.0
2011-01-06,Spring,0,1,6,0,Thursday,1,Normal(mist or/and cloudy),0.14,0.1667,0.63,0.1045,0,36,36,0.0,1.0
2011-01-06,Spring,0,1,7,0,Thursday,1,Normal(mist or/and cloudy),0.16,0.2273,0.59,0.0,0,95,95,0.0,1.0
2011-01-06,Spring,0,1,8,0,Thursday,1,Good(clear or cloudy),0.16,0.2273,0.59,0.0,3,216,219,0.0136986301369863,0.9863013698630136
2011-01-06,Spring,0,1,9,0,Thursday,1,Normal(mist or/and cloudy),0.18,0.2424,0.51,0.0,6,116,122,0.04918032786885246,0.9508196721311475
2011-01-06,Spring,0,1,10,0,Thursday,1,Good(clear or cloudy),0.2,0.2576,0.47,0.0,3,42,45,0.06666666666666667,0.9333333333333333
2011-01-06,Spring,0,1,11,0,Thursday,1,Good(clear or cloudy),0.22,0.2576,0.44,0.0896,2,57,59,0.03389830508474576,0.9661016949152542
2011-01-06,Spring,0,1,12,0,Thursday,1,Good(clear or cloudy),0.26,0.2879,0.35,0.0,6,78,84,0.07142857142857142,0.9285714285714286
2011-01-06,Spring,0,1,13,0,Thursday,1,Good(clear or cloudy),0.26,0.2727,0.35,0.1045,12,55,67,0.1791044776119403,0.8208955223880597
2011-01-06,Spring,0,1,14,0,Thursday,1,Good(clear or cloudy),0.28,0.2727,0.36,0.1642,11,59,70,0.15714285714285714,0.8428571428571429
2011-01-06,Spring,0,1,15,0,Thursday,1,Good(clear or cloudy),0.28,0.2727,0.36,0.0,8,54,62,0.12903225806451613,0.8709677419354839
2011-01-06,Spring,0,1,16,0,Thursday,1,Good(clear or cloudy),0.26,0.2576,0.38,0.1642,12,74,86,0.13953488372093023,0.8604651162790697
2011-01-06,Spring,0,1,17,0,Thursday,1,Good(clear or cloudy),0.22,0.2273,0.51,0.1642,9,163,172,0.05232558139534884,0.9476744186046512
2011-01-06,Spring,0,1,18,0,Thursday,1,Good(clear or cloudy),0.22,0.2273,0.51,0.1343,5,158,163,0.03067484662576687,0.9693251533742331
2011-01-06,Spring,0,1,19,0,Thursday,1,Good(clear or cloudy),0.22,0.2576,0.55,0.0896,3,109,112,0.026785714285714284,0.9732142857142857
2011-01-06,Spring,0,1,20,0,Thursday,1,Good(clear or cloudy),0.2,0.2121,0.51,0.1642,3,66,69,0.043478260869565216,0.9565217391304348
2011-01-06,Spring,0,1,21,0,Thursday,1,Normal(mist or/and cloudy),0.22,0.2121,0.55,0.2239,0,48,48,0.0,1.0
2011-01-06,Spring,0,1,22,0,Thursday,1,Normal(mist or/and cloudy),0.22,0.2121,0.51,0.2836,1,51,52,0.019230769230769232,0.9807692307692307
2011-01-06,Spring,0,1,23,0,Thursday,1,Normal(mist or/and cloudy),0.2,0.19699999999999998,0.59,0.19399999999999998,4,19,23,0.17391304347826086,0.8260869565217391
2011-01-07,Spring,0,1,0,0,Friday,1,Normal(mist or/and cloudy),0.2,0.19699999999999998,0.64,0.19399999999999998,4,13,17,0.23529411764705882,0.7647058823529411
2011-01-07,Spring,0,1,1,0,Friday,1,Normal(mist or/and cloudy),0.2,0.19699999999999998,0.69,0.2239,2,5,7,0.2857142857142857,0.7142857142857143
2011-01-07,Spring,0,1,2,0,Friday,1,Normal(mist or/and cloudy),0.2,0.19699999999999998,0.69,0.2239,0,1,1,0.0,1.0
2011-01-07,Spring,0,1,4,0,Friday,1,Normal(mist or/and cloudy),0.2,0.2121,0.69,0.1343,0,1,1,0.0,1.0
2011-01-07,Spring,0,1,5,0,Friday,1,"Lightly bad(light snow, rain, thunderstorm)",0.22,0.2727,0.55,0.0,0,5,5,0.0,1.0
2011-01-07,Spring,0,1,6,0,Friday,1,Normal(mist or/and cloudy),0.2,0.2576,0.69,0.0,8,26,34,0.23529411764705882,0.7647058823529411
2011-01-07,Spring,0,1,7,0,Friday,1,Good(clear or cloudy),0.2,0.2121,0.69,0.1343,8,76,84,0.09523809523809523,0.9047619047619048
2011-01-07,Spring,0,1,8,0,Friday,1,Good(clear or cloudy),0.2,0.19699999999999998,0.51,0.2537,20,190,210,0.09523809523809523,0.9047619047619048
2011-01-07,Spring,0,1,9,0,Friday,1,Good(clear or cloudy),0.2,0.1818,0.47,0.2985,9,125,134,0.06716417910447761,0.9328358208955224
2011-01-07,Spring,0,1,10,0,Friday,1,Good(clear or cloudy),0.22,0.19699999999999998,0.37,0.3284,16,47,63,0.25396825396825395,0.746031746031746
2011-01-07,Spring,0,1,11,0,Friday,1,Normal(mist or/and cloudy),0.2,0.19699999999999998,0.4,0.2239,19,48,67,0.2835820895522388,0.7164179104477612
2011-01-07,Spring,0,1,12,0,Friday,1,Normal(mist or/and cloudy),0.2,0.19699999999999998,0.37,0.2537,9,50,59,0.15254237288135594,0.847457627118644
2011-01-07,Spring,0,1,13,0,Friday,1,Normal(mist or/and cloudy),0.2,0.1818,0.37,0.2836,9,64,73,0.1232876712328767,0.8767123287671232
2011-01-07,Spring,0,1,14,0,Friday,1,Normal(mist or/and cloudy),0.2,0.19699999999999998,0.4,0.2537,7,43,50,0.14,0.86
2011-01-07,Spring,0,1,15,0,Friday,1,Normal(mist or/and cloudy),0.2,0.2121,0.37,0.1642,9,63,72,0.125,0.875
2011-01-07,Spring,0,1,16,0,Friday,1,Normal(mist or/and cloudy),0.2,0.2121,0.37,0.1642,5,82,87,0.05747126436781609,0.9425287356321839
2011-01-07,Spring,0,1,17,0,Friday,1,Normal(mist or/and cloudy),0.2,0.2576,0.37,0.0,9,178,187,0.0481283422459893,0.9518716577540107
2011-01-07,Spring,0,1,18,0,Friday,1,Good(clear or cloudy),0.2,0.2273,0.4,0.0896,7,116,123,0.056910569105691054,0.943089430894309
2011-01-07,Spring,0,1,19,0,Friday,1,Good(clear or cloudy),0.16,0.19699999999999998,0.55,0.0896,3,92,95,0.031578947368421054,0.968421052631579
2011-01-07,Spring,0,1,20,0,Friday,1,Good(clear or cloudy),0.18,0.2121,0.47,0.1045,1,50,51,0.0196078431372549,0.9803921568627451
2011-01-07,Spring,0,1,21,0,Friday,1,Good(clear or cloudy),0.18,0.19699999999999998,0.47,0.1343,0,39,39,0.0,1.0
2011-01-07,Spring,0,1,22,0,Friday,1,Normal(mist or/and cloudy),0.18,0.19699999999999998,0.43,0.1642,2,34,36,0.05555555555555555,0.9444444444444444
2011-01-07,Spring,0,1,23,0,Friday,1,Normal(mist or/and cloudy),0.18,0.19699999999999998,0.51,0.1642,1,14,15,0.06666666666666667,0.9333333333333333
2011-01-08,Spring,0,1,0,0,Saturday,0,Normal(mist or/and cloudy),0.18,0.19699999999999998,0.51,0.1642,1,24,25,0.04,0.96
2011-01-08,Spring,0,1,1,0,Saturday,0,Normal(mist or/and cloudy),0.18,0.2121,0.55,0.0896,1,15,16,0.0625,0.9375
2011-01-08,Spring,0,1,2,0,Saturday,0,Normal(mist or/and cloudy),0.18,0.2424,0.55,0.0,3,13,16,0.1875,0.8125
2011-01-08,Spring,0,1,3,0,Saturday,0,"Lightly bad(light snow, rain, thunderstorm)",0.18,0.19699999999999998,0.55,0.1642,0,7,7,0.0,1.0
2011-01-08,Spring,0,1,4,0,Saturday,0,"Lightly bad(light snow, rain, thunderstorm)",0.18,0.19699999999999998,0.55,0.1642,0,1,1,0.0,1.0
2011-01-08,Spring,0,1,5,0,Saturday,0,Normal(mist or/and cloudy),0.16,0.1667,0.74,0.1642,0,5,5,0.0,1.0
2011-01-08,Spring,0,1,6,0,Saturday,0,Normal(mist or/and cloudy),0.16,0.1667,0.74,0.1642,0,2,2,0.0,1.0
2011-01-08,Spring,0,1,7,0,Saturday,0,Normal(mist or/and cloudy),0.16,0.1818,0.74,0.1045,1,8,9,0.1111111111111111,0.8888888888888888
2011-01-08,Spring,0,1,8,0,Saturday,0,"Lightly bad(light snow, rain, thunderstorm)",0.16,0.1818,0.93,0.1045,0,15,15,0.0,1.0
2011-01-08,Spring,0,1,9,0,Saturday,0,"Lightly bad(light snow, rain, thunderstorm)",0.16,0.1818,0.93,0.1045,0,20,20,0.0,1.0
2011-01-08,Spring,0,1,10,0,Saturday,0,Normal(mist or/and cloudy),0.18,0.19699999999999998,0.8,0.1642,5,56,61,0.08196721311475409,0.9180327868852459
2011-01-08,Spring,0,1,11,0,Saturday,0,Normal(mist or/and cloudy),0.2,0.1818,0.69,0.3881,2,60,62,0.03225806451612903,0.967741935483871
2011-01-08,Spring,0,1,12,0,Saturday,0,Normal(mist or/and cloudy),0.2,0.1818,0.59,0.3582,8,90,98,0.08163265306122448,0.9183673469387755
2011-01-08,Spring,0,1,13,0,Saturday,0,Good(clear or cloudy),0.2,0.1818,0.44,0.3284,7,95,102,0.06862745098039216,0.9313725490196079
2011-01-08,Spring,0,1,14,0,Saturday,0,Good(clear or cloudy),0.2,0.1667,0.32,0.4925,12,83,95,0.12631578947368421,0.8736842105263158
